channel_id,channel_title,total_candidate_occurrences,unique_artists_matched,matched_artists,api_channel_title,api_channel_description,custom_url,country,channel_published_at,view_count,subscriber_count,hidden_subscriber_count,video_count
UCN73foROjDkwZEKS05z6KHQ,The ZiCord,2,1,محسن چاووشی,The ZiCord,"Just Record!
Publish and Sell Your Music Globally with ZiCord!

Please note that We own all rights to the content we publish on this channel.
So, Please Don't Make Fake Claims. We Can Pursue This Matter Legally.
DMCA - § 512(f) Misrepresentations Section 512(f) deters false claims of infringement by imposing liability on anyone who makes such claims for the damages suffered by other parties as a result of the OSP's reliance on the false claim, and for associated legal fees.

",@thezicord,US,2022-03-18T06:35:08.249108Z,18356587,14900,False,131
UC-nWrwyltC2ibR8jp5y9Ucg,Moltafet Therapy,1,1,هیچکس,Moltafet Therapy,,@moltafettherapy4877,IR,2019-07-22T13:09:22Z,749034,1400,False,5
UC2Oqki4KiHm8B9Im45WCZHQ,Music melody,1,1,ساسی مانکن,Music melody,,@musicmelody-r6j,,2024-09-29T01:50:52.398182Z,10419,49,False,3
UC3I1bp19AQ79Volhez_YsxA,Bz_beats,1,1,هیچکس,Bz_beats,"سلام من امیرم و عاشق موزیک و آهنگسازی هستم . 
اگر شما هم مثل من از موزیک خوشتون میاد
و دوست دارید کار های خفن بشنوید چنل من رو فالو کنید
و با دوستاتون به اشتراک بذارید .
",@bz_beats1999,TR,2021-03-07T10:42:42.618052Z,107278,298,False,21
UC3yxyivq_AXMRYu547R-9Rw,کنسرت ایرانی,1,1,محسن یگانه,کنسرت ایرانی,,@concerthaye_irani,,2022-01-17T12:19:05.820742Z,5210478,8170,False,459
UC4ZY5S7wdyYEWw9lS6HxSLQ,Harefeh,1,1,علیرضا قربانی,Harefeh,"Hello everyone, welcome to our YouTube channel. This is our cozy little corner where we delight in sharing the most popular songs in our language, along with their English translations, with all of you. We hope you enjoy them!

""سلام به همه، به کانال یوتیوب ما خوش آمدید. این گوشه کوچک دنج ماست که از به اشتراک گذاشتن محبوب ترین آهنگ ها به زبان خود به همراه ترجمه انگلیسی آنها با همه شما لذت می بریم. امیدواریم از آنها لذت ببرید!""
",@harefeh,CA,2012-08-22T22:12:44Z,345481,1650,False,83
UC4dxhQVYl2MBblmQQet76Cw,Shahin Famil Page,1,1,هیچکس,Shahin Famil Page,"فامیل 🫀👊
",@shahinfamil,US,2019-06-23T13:11:10Z,2188589,4180,False,367
UC4za7IvgFZguD8o-nS9LnaQ,Shahram Afshin,1,1,علیرضا قربانی,Shahram Afshin,,@shahramafshin4242,,2015-12-31T16:48:30Z,93856,152,False,100
UC5qpK8RV882s3J1aCI0umig,Ghaphlan Khaligh (Ghaflan Khaligh),1,1,ساسی مانکن,Ghaphlan Khaligh (Ghaflan Khaligh),"Ghaphlan Khaligh (Iran)
Netzwerk Administrator
Stuttgart-Germany",@ghaphlan,DE,2006-05-19T16:05:01Z,3163687,5670,False,94
UC6-OazUqmbrVK_b1uMYcjfA,Radio Javan,1,1,ساسی مانکن,Radio Javan,Radio Javan is the premiere source of Persian and Iranian music with the newest and latest exclusive music video and songs.,@radiojavan6894,US,2021-03-02T22:21:30.550356Z,11107,24,False,3
UC6uOk4kSCROrgKkdHKv2I7w,Mrspecial,1,1,گرشا رضایی,Mrspecial,"آقای خاص هستم✌️
با همه چی و هرموضوعی درخدمتتون هستیم🔥
از موضوعات موسیقی و آهنگ بگیرررررر تا موضاعات فوتبالی و....البته بیشتر‌موسیقی هستیم🔥
میخایم باهم خاطرات خوبی بسازیم🔥
همراهمون باشید",@mrspecial78,KW,2020-05-03T20:18:01.330747Z,1253966,2750,False,541
UC7vFVP6U4wFiAC4nFQc8ncA,Maryam Khatami,1,1,فرزاد فرزین,Maryam Khatami,"Welcome to Maryam's World! Follow me as I take you through my daily life and exciting travel escapades. Let's enjoy the little joys and big adventures together! 🌟🌍✨ #DailyVlogs #TravelFun
Find me on other social media or contact me from the link below 
https://linktr.ee/Maryamkhatami",@maryamkhatamii,US,2023-08-02T02:49:29.361917Z,5148306,16000,False,190
UC7zsmnc17R-LSTV4Dl5sN2w,Homayounshajarian fans,1,1,همایون شجریان,Homayounshajarian fans,"‘’دوستداران‌همایون‌شجریان‘’
╰همایون‌زرین╮
˵دچارتو‌نمی‌کند
دل‌ازهوای‌تو˶",@homayounzarin,,2024-12-25T14:21:36.47386Z,3530689,4250,False,128
UC9PxiuAlnUmaAhe52mYeXeQ,Mohammad Fazlali,1,1,علیرضا قربانی,Mohammad Fazlali,,@kiuf2000,,2006-11-16T06:07:18Z,5087053,12200,False,22
UC9eV0XXaHkTvPYh0oIAvbfQ,simorq farhang,1,1,همایون شجریان,simorq farhang,http://www.simorqmusic.com,@simorqmusic,,2009-11-02T09:53:18Z,4540129,12300,False,138
UCAJbSaWpLovszCdQoGxa2mA,Ebrahim Mohamadi,1,1,همایون شجریان,Ebrahim Mohamadi,,@ebrahimmohamadi4312,,2013-01-09T10:15:58Z,41517,83,False,4
UCCXJKONAosl9wdkS1x9XGvg,Justruler,1,1,محسن یگانه,Justruler,,@justruler,,2008-07-15T04:36:48Z,677485,1360,False,8
UCFAIKt9lqX8_UR5avUWrQjg,StorySasy,1,1,ساسی مانکن,StorySasy,•صفحه رسمی دابسمش های ساسی مانکن✓,@storysasy,AU,2023-11-10T19:33:12.804936Z,1462567,1870,False,340
UCGV-fV3AkEHYzf1iW2ADeMA,Day2DayWorld,1,1,همایون شجریان,Day2DayWorld,"New Playlist : Checkout Day2DayFinance! How to manage your own finance, step by step

Day to day Travel playlist includes travels and promoting tourism
Day to day Reviews playlist include reviewing products and promoting them
Day2Day Events: Promote concerts, and interesting events

",@day2dayworld,CA,2009-01-01T13:02:54Z,2600331,8870,False,69
UCHZk9MrT3DGWmVqdsj5y0EA,BBC Persian,1,1,علیرضا قربانی,BBC Persian,"Latest news and current affairs videos, documentry and music from BBCPersian.com",@bbcnewspersian,GB,2006-06-22T10:50:33Z,1006154083,1190000,False,19435
UCHgdN_bLmnnuvt6bKn8Uxfw,Sasy - Topic,1,1,ساسی مانکن,Sasy - Topic,,,,2016-11-28T18:16:04Z,21628628,22800,False,71
UCIE-g20DJ5wE0eligPQP3Ww,cafe_rap_music,1,1,هیچکس,cafe_rap_music,"درود به کافه رپ موزیکی های عزیز☕
چطورید
قراره که اینجا کلی ویدیو های رپی با ادیت های خفن ببینی
اونم از همه رپر ها
بیف☠
دیس⚔
هیت🤘
دیس بک🗡
نسل یک دو سه چهار و .....
از یاس
حصین
پیشرو
هیچکس
تتلو
شاهین نجفی
فدایی
سورنا
بهرام
و
.
.
.
اینجا آهنگ ها سانسور نمیشن🔞
پس با هدفون وارد شو
خوش اومدی به cafe_rap_music

لینک کانال تلگرام:
https://t.me/cafe_rap_music
",@cafe_rap_music,US,2022-03-04T14:46:56.518055Z,1891583,1880,False,149
UCIOY-M_EY-YB5hliDfbOrng,Pavel Hama Ali,1,1,همایون شجریان,Pavel Hama Ali,,@pavelhamaali,,2015-06-05T16:38:57Z,460736,550,False,3
UCIoXa9CZoDHPao2qnfGU5mg,honarnewsofficial,1,1,گرشا رضایی,honarnewsofficial,"‏Media/news company
اخبارو حواشی  روز سینما،تلویزیون ، تئاتر و هنرمندان و...
‏The daily source for Iranian cinema,TV & theatr
.
❤️سلام جهت همکاری و امورکاری به ایمیل زیر پیام بدین👇
Honarnewspage@gmail.com

💢لطفا کپی نکنید هم تو یوتیوب هم اینستا خطر کپی رایت در کمین است✨
.
ما یه رسانه بین الملی هستیم که اخبار و حواشی هنرمندان ایران و جهان و ولاگ اکران های خصوصی رو منتشر میکنیم
و بعضی از فیلم های کوتاه و بلند که مجوز انتشار آنها رو داریم رو در اختیار شما عزیزان میزاریم

‏We are an international media that publishes the news and sidelines of Iranian and international artists and vlogs of private screenings
‏And we provide you with a number of short and long films that we have permission to screen",@honarnewsofficial_,TR,2024-03-03T18:07:11.503675Z,482267137,67800,False,3584
UCIsP6PqqS0IJ4tQroGs39dA,Iranian Diaspora | خانه ایرانیان خارج از کشور 🌍,1,1,علیرضا قربانی,Iranian Diaspora | خانه ایرانیان خارج از کشور 🌍,"Welcome to Iranian Diaspora

A global community for Iranians living abroad and Persian speakers around the world.

This channel covers: • Iranian lifestyle abroad • Immigration experiences • Travel and tourism • Iranian culture and traditions • News and stories from Iranians worldwide • Entertainment and educational content

More than 6 million Iranians live outside Iran. This channel aims to connect Iranians across the globe and create a bridge between communities in the United States, Canada, Europe, Turkey, Australia, the UAE, and beyond.

🌍 Website: https://www.0098.link

📺 YouTube: https://www.youtube.com/@iraniandiaspora

بیش از ۶ میلیون ایرانی در خارج از کشور زندگی می‌کنند. این کانال برای ایرانیان و فارسی‌زبانان سراسر جهان ایجاد شده است تا فرهنگ، سبک زندگی، تجربه‌ها و اخبار جامعه ایرانیان خارج از کشور را پوشش دهد.

#IranianDiaspora #IraniansAbroad #PersianCommunity #IranianExpats #IraniansWorldwide

",@iraniandiaspora,TR,2009-05-12T19:37:11Z,2837128,3840,False,910
UCLZbXbV3g-YYpUpyDBg3SrA,خنده بازی,1,1,فرزاد فرزین,خنده بازی,"کانال خنده بازی مرجعی برای برنامه طنز ایرانی است و سعی می کند کمدی های متنوع با بازیگران محبوب را به صورت پیوسته منتشر کند.
هدف این کانال شادی آفرینی برای تمام فارسی زبانان در تمام دنیاست و ایجاد نشاط و سرگرمی برای مردم، حتی اگر چند دقیقه باشد، افتخار ماست.
طنزهای مختلفی مانند خندوانه با رامبد جوان و جناب خان ، شب های برره با مهران مدیری، باغ مظفر، زیر آسمان شهر و برنامه های سرگرم کننده دیگر تاکنون در کانال منتشر شده اند

",@khandebazi,DE,2018-06-20T20:18:05Z,618501929,386000,False,10629
UCLqt9UYZ1KHgPRfGJjIzX9A,Majid Noori,1,1,محسن یگانه,Majid Noori,,@mjnoori,,2022-05-14T08:54:02.212739Z,342414,763,False,95
UCM-IfEJlVROv5Ev04-uIbKg,RapFars,1,1,هیچکس,RapFars,"به کانال رپفارس خوش آمدید 🥷
اخبار رپفارسی و ری اکشن و کلیپ های نوستالژی رپفارسی 
شب ها ساعت ۲۱ به وقت ایران لایو فری استایل رپفارسی و گفت و گو با مخاطبان داریم
حامی نسل جوان رپ فارسی 
@RapFarsi_TV   @Rap-Fars  @Rap4me
4my.production@gmail.com
",@rap-fars,AE,2023-08-03T16:54:56.010091Z,19556957,11300,False,362
UCMPdfQnOy5Vu07j6C141FWQ,PUMP VOD,1,1,فرزاد فرزین,PUMP VOD,"به پامپ خوش اومدی! ما اینجا کارای معمولی نمی‌کنیم.
از بازی‌ و چالش گرفته تا اتفاق‌های عجیب و هیجان‌انگیز، هر کاری می‌کنیم تا سرگرم بشی و حال کنی! و عجیب تر اینکه تنها جاییه که به جای اینکه پول خرج کنی، کلی جایزه و هدیه گیرت میاد.
اگه دنبال ماجراجویی، رقابت، سرگرمی و کلی لحظه هیجان‌انگیز و خاص هستی… دکمه سابسکرایب رو بزن و آماده شو برای یه عالمه سورپرایز!!
",@pump_vod,NL,2018-08-10T08:21:59Z,110148140,316000,False,269
UCPXz0-xxF-CpeygWBdyG8dg,Semi Journey,1,1,علیرضا قربانی,Semi Journey,Virtual tours of around the world با من جاذبه ها رو ببین,@semijourney5256,,2021-11-10T11:49:26.453389Z,131341,386,False,89
UCQiwqOaVlmKxTJKgR2K9DOQ,Travel by Sina,1,1,فرزاد فرزین,Travel by Sina,"Join my adventures around the world! I love traveling and trying new places, modes of transport and different hotels, I'll make sure to introduce you to my best experiences.
",@travelbysina,GB,2015-05-01T20:52:04Z,793487,8430,False,11
UCQlzBlY30F51MXStCS2KfGQ,Parsi Tv,1,1,محسن یگانه,Parsi Tv,"به مجله یوتیوب پارسی تی وی خوش آمدید
در این مجله درباره هر موضوع جالبی ویدیو ساخته می شود
لطفا انتقادات خودتون رو از  طریق کامنت با ما در میان بگذارید",@parsitvofficial,AU,2019-05-29T08:22:24Z,64469247,158000,False,3821
UCQngZK1cnqB6C9A11wIPkvQ,Music City | موزیک شهر,1,1,محسن یگانه,Music City | موزیک شهر,"بروز ترین کانال بررسی تخصصی اخبار و حواشی موسیقی

 سلام به کانال موزیک شهر خوش اومدین ❤️
اینجا باهم به موزیک ها ری اکشن میریم و آهنگ ها و عملکرد خواننده ها رو بررسی و نقد میکنیم
همچنین به بیوگرافی و اخباروحواشی خوانندگان میپردازیم🎤🎤🎤🎤🎧🎧🎧 

اگه علاقه مند به موسیقی و اخبار و حواشی خواننده ها هستی ، کانال رو سابسکرایب کنید  😍😍😍

موسیقی
آهنگ
حواشی
اخبار موسیقی
",@music.city..,CA,2022-10-23T11:25:26.983001Z,867208,1980,False,204
UCQycZB9MF-PAouhfh_DCk7Q,NAVID KARATE,1,1,محسن یگانه,NAVID KARATE,,@navidkarate,,2011-06-15T06:27:19Z,18410,93,False,2
UCRgGCtT4uacTbePp7EEJXBw,NG Network,1,1,سهراب پاکزاد,NG Network,"NG ( New Generation ) Network provides rights management, digital content (music & non-music) distribution and channel management services. 

Tel: +4915213057484
Email: info@ng-network.com
",@ngnetworkco,DE,2021-07-01T07:42:40.190434Z,3790907,17400,False,138
UCU5NicMWNILYk1nbxJkCzsA,Faranak99,1,1,علیرضا قربانی,Faranak99,,@faranak99,,2009-07-24T05:36:07Z,5317724,7110,False,23
UCVJZW-tOn3hFgeh0kZpSbjw,Mehdi Kord Art Group,1,1,محسن یگانه,Mehdi Kord Art Group,"| The official YouTube Channel of Mehdi Kord |

Media Rights Company : Persian Media Group
",@mehdikordartgroup,DE,2021-10-20T12:10:56.945612Z,7212730,17500,False,233
UCX7iFtn4OnJYNLXyKQsnHGg,MELODIFA CLASSIC,1,1,همایون شجریان,MELODIFA CLASSIC,"Melodifa Classic is the most popular Persian classical music YouTube channel. Melodifa Classic exclusively publishes most of the songs of the best Persian classical music artists such as Mohammadreza Shajarian, Homayoun Shajarian, Alireza Ghorbani, Shahram Nazeri, Alireza Eftekhari, Salar Aghili.
Subscribe to Melodifa Classic and get access to the best songs of the best Persian classical music artists on all kinds of YouTube videos. (Music Videos, Lives, Shorts)


",@melodifaclassic,CA,2019-10-06T01:09:39Z,43013879,68100,False,1243
UCX8r8XhlJITCBUHMTT6MjPw,𝙵𝚊𝚛𝚣𝚊𝚍 𝙵𝚊𝚛𝚣𝚒𝚗,1,1,فرزاد فرزین,𝙵𝚊𝚛𝚣𝚊𝚍 𝙵𝚊𝚛𝚣𝚒𝚗,فن پیج فرزاد فرزین ,@farzad_farzin2,,2023-05-16T06:59:44.987293Z,1654954,1280,False,406
UCYuvDRcENMW51dpcIh9CL0Q,safra hossaini,1,1,محسن چاووشی,safra hossaini,,@safrahossaini1355,,2018-07-25T19:41:45Z,20425,48,False,1
UCZ_EaorXnxxb-lr4Et2AZaQ,ژلوفن,1,1,محسن یگانه,ژلوفن,"صفحه هنری ژلوفن🌱
‌🕊جایی برای تسکین روح
🔰همنشینی (موزیک تصویر متن)🕊
",@zheluofen_1,US,2023-08-09T06:36:48.388958Z,99015946,41700,False,731
UC_xcDPW-ARj59n1qhYaLOqQ,Alireza Ghorbani - Topic,1,1,علیرضا قربانی,Alireza Ghorbani - Topic,"Alireza Ghorbani was born in February 4th 1972 in Tehran. He started his vocal lessons when he was 12, and he was a solo vocalist of National Orchestra when he was 27. Alireza Ghorbani also became at thirty years a foreground singer of the Persian song. His very ramified repertory constitutes the radif and the tasnif, whose vocal rarest techniques are very well controlled from him. He occurs in small formation, with four musicians, as with the national Orchestra of Iran.

Alireza Ghorbani is a great artist deeply rooted in the tradition but also of an insatiable curiosity and a large open-mindedness with respect to the other cultures.

The handsomely chiseled features of Ali Reza Ghorbani have become part of the new generation of Iranian singers of classical Persian music. Born in the midst of the turbulence of 1970s and 80s Iran, Ghorbani has laid claims to being a worthy successor of the man regarded as the undisputed master of Persian classical song, Mohammed Reza Shajarian.

He has released 19 albums in Iran and Europe until now. Also he participated in several international projects, some multi-cultural (Iran, France, India, Mali) projects in Europe like: Le Rhythm De La Parole, SOUFFLES DU MONDE (released in Europe) and some other projects such as cooperation with Dorsaf Hamdani Tunisian singer, concert with the Dusseldorf Symphony Orchestra, Concert with Kamel Orchestra Vienna, performance at the Cologne Philharmonic, and concert with the Vancouver Opera Orchestra.",,,2013-10-24T07:35:04Z,6996383,1120,False,333
UCaBf4RgTCzJIEnvOlNuxYKw,Sedkhareji | سدخارجی,1,1,محسن چاووشی,Sedkhareji | سدخارجی,,@sedkhareji,TR,2021-08-29T06:22:40.212299Z,3715765,6560,False,238
UCb3VTEQxFjxTFOEan2AZJdA,REMIX SIAVASH,1,1,هیچکس,REMIX SIAVASH,"Hello ! 😃
I am Siavash Negahban   😎
I hope you enjoy my remixes. 😊
Thank you if you become a member of my channel and support the remixes. 🤩
Introduce any song you want in the comments and I will remix it for you.😉


",@remixsiavash,AU,2020-10-23T10:51:23.029635Z,4183169,8960,False,60
UCbH4g2hM_uquaz5oqnfuCcQ,Persian Music & Concerts,1,1,محسن یگانه,Persian Music & Concerts,,@persianmusicconcerts9147,,2015-09-08T22:47:11Z,287237,540,False,18
UCd26HBP85gdHjA_BXfDJS0Q,siavash1994,1,1,هیچکس,siavash1994,"برای دیدن کلیب های بیشتر به اینجا را کلیک کنید
              http://www.youtube.com/siavashoo

http://www.facebook.com/people/Siavash-Avana/100000706024930",@siavash1994,,2010-03-23T05:00:44Z,589994,887,False,23
UCfTyeE7jWJK6q7lTdIUv57w,Anoushiravan Rohani,1,1,همایون شجریان,Anoushiravan Rohani,"Anoushiravan Rohani is an Iranian composer, pianist, conductor, and music educator who’s widely regarded as one of Iran's most prominent and influential musicians of the 20th century. He was born in Iran in 1939 and began studying music at a young age, under the guidance of his father, a renowned musician and composer.

Rohani's career spanned more than seven decades and encompassed a wide range of musical genres, including light classical, traditional Persian, and Western styles.

Anoushiravan’s compositions such as Iranian Most Played Song “Tavalodet MOBARAK” ( which is the Persian Happy Birthday song), “Soltan Ghalbha”, “Gole Sangam”, Omid e Zengani (by Pink Martini) &  “Maybe I Maybe You” (for Scorpions band in Germany)are amongst his 500 Famous Compositions.  His legacy continues to be felt in the world of Iranian music and beyond. His contributions to Persian classical music, in particular, have been widely recognized and celebrated.

",@anoushiravanrohani.,US,2023-06-10T00:35:31.978402Z,2643556,7590,False,37
